date,imgpath,avgTemp,sumRain,avgWind
2024-03-07,img/ouneul_look_16.jpg,5.4,0.0,1.9
2024-03-07,img/ouneul_look_16.jpg,4.5,0.0,2.1
2024-03-07,img/ouneul_look_16.jpg,4.4,0.0,2.6
2024-03-07,img/ouneul_look_16.jpg,4.3,0.0,4.0
2024-03-07,img/ouneul_look_16.jpg,5.0,0.0,1.2
2024-03-07,img/ouneul_look_16.jpg,6.3,0.0,1.7
2024-03-07,img/ouneul_look_16.jpg,8.0,0.0,3.8
2024-03-07,img/ouneul_look_16.jpg,1.7,0.4,1.7
2024-03-05,img/183_ki_11.jpg,8.0,0.0,2.9
2024-03-05,img/183_ki_11.jpg,7.9,8.5,4.2
2024-03-05,img/183_ki_11.jpg,6.6,8.0,2.2
2024-03-05,img/183_ki_11.jpg,7.3,0.0,2.8
2024-03-05,img/183_ki_11.jpg,6.9,4.1,3.5
2024-03-05,img/183_ki_11.jpg,5.9,2.5,2.0
2024-03-05,img/183_ki_11.jpg,6.8,18.3,3.0
2024-03-05,img/183_ki_11.jpg,8.3,0.0,2.2
2024-03-05,img/183_ki_11.jpg,7.4,1.1,2.4
2024-03-05,img/183_ki_11.jpg,7.3,1.4,1.8
2024-03-05,img/183_ki_11.jpg,7.0,4.8,1.3
2024-03-05,img/183_ki_11.jpg,6.8,7.4,3.3
2024-03-05,img/183_ki_11.jpg,6.4,8.1,1.8
2024-03-05,img/183_ki_11.jpg,6.7,6.5,1.6
2024-03-05,img/183_ki_11.jpg,10.9,19.4,4.2
2024-03-05,img/183_ki_11.jpg,5.2,0.0,2.4
2024-03-05,img/ouneul_look_18.jpg,8.0,0.0,2.9
2024-03-05,img/ouneul_look_18.jpg,7.9,8.5,4.2
2024-03-05,img/ouneul_look_18.jpg,6.6,8.0,2.2
2024-03-05,img/ouneul_look_18.jpg,7.3,0.0,2.8
2024-03-05,img/ouneul_look_18.jpg,6.9,4.1,3.5
2024-03-05,img/ouneul_look_18.jpg,5.9,2.5,2.0
2024-03-05,img/ouneul_look_18.jpg,6.8,18.3,3.0
2024-03-05,img/ouneul_look_18.jpg,8.3,0.0,2.2
2024-03-05,img/ouneul_look_18.jpg,7.4,1.1,2.4
2024-03-05,img/ouneul_look_18.jpg,7.3,1.4,1.8
2024-03-05,img/ouneul_look_18.jpg,7.0,4.8,1.3
2024-03-05,img/ouneul_look_18.jpg,6.8,7.4,3.3
2024-03-05,img/ouneul_look_18.jpg,6.4,8.1,1.8
2024-03-05,img/ouneul_look_18.jpg,6.7,6.5,1.6
2024-03-05,img/ouneul_look_18.jpg,10.9,19.4,4.2
2024-03-05,img/ouneul_look_18.jpg,5.2,0.0,2.4
2024-03-02,img/183_ki_12.jpg,-0.5,0.0,3.2
2024-03-02,img/183_ki_12.jpg,1.0,0.0,4.5
2024-03-02,img/183_ki_12.jpg,0.5,0.0,3.1
2024-03-02,img/183_ki_12.jpg,-0.3,0.0,4.3
2024-03-02,img/183_ki_12.jpg,0.5,0.0,1.6
2024-03-02,img/183_ki_12.jpg,-0.9,0.0,2.2
2024-03-02,img/183_ki_12.jpg,0.4,0.0,3.6
2024-03-02,img/183_ki_12.jpg,-0.7,0.0,2.9
2024-03-02,img/183_ki_12.jpg,-0.6,0.0,1.8
2024-03-02,img/183_ki_12.jpg,-0.8,0.0,1.9
2024-03-02,img/183_ki_12.jpg,0.3,0.0,1.8
2024-03-02,img/183_ki_12.jpg,1.8,0.2,3.5
2024-03-02,img/183_ki_12.jpg,-0.4,0.0,2.3
2024-03-02,img/183_ki_12.jpg,-0.6,0.0,2.2
2024-03-02,img/183_ki_12.jpg,4.7,0.0,4.2
2024-03-02,img/183_ki_12.jpg,-2.3,0.4,2.2
2024-03-01,img/183_ki_13.jpg,-4.1,0.0,4.4
2024-03-01,img/183_ki_13.jpg,2.7,0.0,3.6
2024-03-01,img/183_ki_13.jpg,0.5,0.0,5.2
2024-03-01,img/183_ki_13.jpg,-4.3,0.0,6.2
2024-03-01,img/183_ki_13.jpg,-0.9,0.0,2.8
2024-03-01,img/183_ki_13.jpg,-2.2,0.0,4.1
2024-03-01,img/183_ki_13.jpg,1.4,0.0,4.3
2024-03-01,img/183_ki_13.jpg,-3.3,0.0,4.6
2024-03-01,img/183_ki_13.jpg,-2.3,0.0,2.7
2024-03-01,img/183_ki_13.jpg,-2.6,0.0,3.3
2024-03-01,img/183_ki_13.jpg,-1.3,0.0,3.5
2024-03-01,img/183_ki_13.jpg,-0.5,0.0,11.2
2024-03-01,img/183_ki_13.jpg,-0.1,0.0,4.5
2024-03-01,img/183_ki_13.jpg,1.3,0.0,2.3
2024-03-01,img/183_ki_13.jpg,3.3,0.0,5.9
2024-03-01,img/183_ki_13.jpg,-2.9,0.0,3.3
2024-03-01,img/haveyun.ootd_13.jpg,-4.1,0.0,4.4
2024-03-01,img/haveyun.ootd_13.jpg,2.7,0.0,3.6
2024-03-01,img/haveyun.ootd_13.jpg,0.5,0.0,5.2
2024-03-01,img/haveyun.ootd_13.jpg,-4.3,0.0,6.2
2024-03-01,img/haveyun.ootd_13.jpg,-0.9,0.0,2.8
2024-03-01,img/haveyun.ootd_13.jpg,-2.2,0.0,4.1
2024-03-01,img/haveyun.ootd_13.jpg,1.4,0.0,4.3
2024-03-01,img/haveyun.ootd_13.jpg,-3.3,0.0,4.6
2024-03-01,img/haveyun.ootd_13.jpg,-2.3,0.0,2.7
2024-03-01,img/haveyun.ootd_13.jpg,-2.6,0.0,3.3
2024-03-01,img/haveyun.ootd_13.jpg,-1.3,0.0,3.5
2024-03-01,img/haveyun.ootd_13.jpg,-0.5,0.0,11.2
